	otu	kingdom	phylum	class	order	family	genus	species
943	oligotype_944_64	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
944	oligotype_945_64	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
945	oligotype_946_64	0	0	0	0	0	0	0
946	oligotype_947_64	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	0	0
947	oligotype_948_63	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	0
948	oligotype_949_63	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0
949	oligotype_950_63	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis
950	oligotype_951_63	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
951	oligotype_952_63	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nigrescens
952	oligotype_953_63	0	0	0	0	0	0	0
953	oligotype_954_63	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	0	0	0
954	oligotype_955_63	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella micans
955	oligotype_956_63	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oris
956	oligotype_957_63	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema vincentii
957	oligotype_958_63	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium saphenum
958	oligotype_959_62	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
959	oligotype_960_62	0	0	0	0	0	0	0
960	oligotype_961_62	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus
961	oligotype_962_62	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
962	oligotype_963_62	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
963	oligotype_964_61	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
964	oligotype_965_61	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium durum
965	oligotype_966_61	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0
966	oligotype_967_61	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	Gemella sanguinis
967	oligotype_968_60	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola
968	oligotype_969_60	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
969	oligotype_970_60	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
970	oligotype_971_60	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
971	oligotype_972_59	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella	0
972	oligotype_973_59	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	0
973	oligotype_974_59	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
974	oligotype_975_59	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	Gemella sanguinis
975	oligotype_976_59	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
976	oligotype_977_59	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0
977	oligotype_978_59	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus
978	oligotype_979_58	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
979	oligotype_980_58	Bacteria	0	0	0	0	0	0
980	oligotype_981_58	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
981	oligotype_982_58	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
982	oligotype_983_58	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii
983	oligotype_984_58	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella elegans
984	oligotype_985_58	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0
985	oligotype_986_58	0	0	0	0	0	0	0
986	oligotype_987_58	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
987	oligotype_988_57	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter gracilis
988	oligotype_989_57	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
989	oligotype_990_57	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
990	oligotype_991_57	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens
991	oligotype_992_57	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema denticola
992	oligotype_993_57	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	0	0
993	oligotype_994_57	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hofstadii
994	oligotype_995_57	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
995	oligotype_996_57	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sputigena
996	oligotype_997_57	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
997	oligotype_998_57	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
998	oligotype_999_56	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oris
999	oligotype_1000_56	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
1000	oligotype_1001_56	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1001	oligotype_1002_56	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0	0
1002	oligotype_1003_55	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
1003	oligotype_1004_55	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
1004	oligotype_1005_55	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia buccalis
1005	oligotype_1006_55	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
1006	oligotype_1007_55	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
1007	oligotype_1008_55	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1008	oligotype_1009_55	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis
1009	oligotype_1010_54	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1010	oligotype_1011_54	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
1011	oligotype_1012_54	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus
1012	oligotype_1013_54	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
1013	oligotype_1014_54	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
1014	oligotype_1015_54	0	0	0	0	0	0	0
1015	oligotype_1016_53	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0
1016	oligotype_1017_53	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
1017	oligotype_1018_53	0	0	0	0	0	0	0
1018	oligotype_1019_53	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	0	0
1019	oligotype_1020_53	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0
1020	oligotype_1021_53	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
1021	oligotype_1022_53	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1022	oligotype_1023_53	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
1023	oligotype_1024_53	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0
1024	oligotype_1025_52	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1025	oligotype_1026_52	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1026	oligotype_1027_52	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
1027	oligotype_1028_52	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1028	oligotype_1029_52	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hofstadii
1029	oligotype_1030_51	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella micans
1030	oligotype_1031_51	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis
1031	oligotype_1032_51	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0
1032	oligotype_1033_50	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii
1033	oligotype_1034_50	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0
1034	oligotype_1035_50	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
1035	oligotype_1036_50	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0
1036	oligotype_1037_50	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
1037	oligotype_1038_50	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria macacae
1038	oligotype_1039_50	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	Gemella sanguinis
1039	oligotype_1040_49	Bacteria	Spirochaetes	Spirochaetia	0	0	0	0
1040	oligotype_1041_49	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga gingivalis
1041	oligotype_1042_49	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
1042	oligotype_1043_49	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
1043	oligotype_1044_49	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	0	0
1044	oligotype_1045_49	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis
1045	oligotype_1046_49	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1046	oligotype_1047_48	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1047	oligotype_1048_48	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
1048	oligotype_1049_48	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum
1049	oligotype_1050_48	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Bergeyella	0
1050	oligotype_1051_48	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1051	oligotype_1052_48	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus
1052	oligotype_1053_48	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces viscosus
1053	oligotype_1054_48	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola
1054	oligotype_1055_48	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1055	oligotype_1056_48	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	0	0
1056	oligotype_1057_48	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1057	oligotype_1058_48	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
1058	oligotype_1059_48	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0
1059	oligotype_1060_47	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa
1060	oligotype_1061_47	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1061	oligotype_1062_47	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
1062	oligotype_1063_47	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	0	0
1063	oligotype_1064_47	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoanaerobacter	0
1064	oligotype_1065_47	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1065	oligotype_1066_47	0	0	0	0	0	0	0
1066	oligotype_1067_47	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1067	oligotype_1068_46	0	0	0	0	0	0	0
1068	oligotype_1069_46	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0
1069	oligotype_1070_46	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1070	oligotype_1071_46	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1071	oligotype_1072_46	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	0
1072	oligotype_1073_46	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sulci
1073	oligotype_1074_46	Bacteria	0	0	0	0	0	0
1074	oligotype_1075_45	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1075	oligotype_1076_45	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1076	oligotype_1077_45	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1077	oligotype_1078_45	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1078	oligotype_1079_45	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nigrescens
1079	oligotype_1080_45	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
1080	oligotype_1081_44	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0
1081	oligotype_1082_44	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1082	oligotype_1083_44	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1083	oligotype_1084_44	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1084	oligotype_1085_44	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0
1085	oligotype_1086_44	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
1086	oligotype_1087_44	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1087	oligotype_1088_44	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1088	oligotype_1089_43	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium parvulum
1089	oligotype_1090_43	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
1090	oligotype_1091_43	0	0	0	0	0	0	0
1091	oligotype_1092_43	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
1092	oligotype_1093_43	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1093	oligotype_1094_43	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0	0
1094	oligotype_1095_43	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	0
1095	oligotype_1096_43	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0
1096	oligotype_1097_43	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	0
1097	oligotype_1098_43	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae
1098	oligotype_1099_43	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1099	oligotype_1100_43	0	0	0	0	0	0	0
1100	oligotype_1101_42	Bacteria	Bacteroidetes	Bacteroidia	0	0	0	0
1101	oligotype_1102_42	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
1102	oligotype_1103_42	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus
1103	oligotype_1104_42	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens
1104	oligotype_1105_42	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum
1105	oligotype_1106_42	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii
1106	oligotype_1107_42	0	0	0	0	0	0	0
1107	oligotype_1108_42	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
1108	oligotype_1109_42	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis
1109	oligotype_1110_41	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	0	0
1110	oligotype_1111_41	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	0
1111	oligotype_1112_41	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1112	oligotype_1113_41	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	0	0
1113	oligotype_1114_41	Bacteria	Firmicutes	Clostridia	Clostridiales	0	0	0
1114	oligotype_1115_40	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
1115	oligotype_1116_40	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
1116	oligotype_1117_40	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
1117	oligotype_1118_40	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1118	oligotype_1119_40	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium saphenum
1119	oligotype_1120_40	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hofstadii
1120	oligotype_1121_39	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1121	oligotype_1122_39	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum
1122	oligotype_1123_39	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens
1123	oligotype_1124_39	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	0	0
1124	oligotype_1125_39	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	0
1125	oligotype_1126_39	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
1126	oligotype_1127_39	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia mirabilis
1127	oligotype_1128_39	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1128	oligotype_1129_39	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Snodgrassella	0
1129	oligotype_1130_39	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
1130	oligotype_1131_39	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus pittmaniae
1131	oligotype_1132_39	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1132	oligotype_1133_39	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria cinerea
1133	oligotype_1134_39	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
1134	oligotype_1135_38	0	0	0	0	0	0	0
1135	oligotype_1136_38	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella denitrificans
1136	oligotype_1137_38	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis
1137	oligotype_1138_38	Bacteria	0	0	0	0	0	0
1138	oligotype_1139_37	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1139	oligotype_1140_37	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1140	oligotype_1141_37	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
1141	oligotype_1142_37	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum
1142	oligotype_1143_37	0	0	0	0	0	0	0
1143	oligotype_1144_37	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica
1144	oligotype_1145_37	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0	0
1145	oligotype_1146_37	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae
1146	oligotype_1147_37	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
1147	oligotype_1148_36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1148	oligotype_1149_36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
1149	oligotype_1150_36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
1150	oligotype_1151_36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae
1151	oligotype_1152_36	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
1152	oligotype_1153_36	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa
1153	oligotype_1154_36	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0
1154	oligotype_1155_36	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
1155	oligotype_1156_35	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
1156	oligotype_1157_35	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus
1157	oligotype_1158_35	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea
1158	oligotype_1159_35	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sinus
1159	oligotype_1160_35	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	0	0
1160	oligotype_1161_35	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus
1161	oligotype_1162_35	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
